timestamp,model,fusion,scoring,gdelt,risk_level,agg_mode,missing,tranche,mae,rmse,r2,log_r2,spearman,smape,n,notes
2026-07-14T23:27:34,GAT,concat,topk,True,node,first,median,10M,56350843.91,195238263.76,-0.0932,-14.8627,-0.0011,157.45,2723,
2026-07-14T23:27:34,GAT,concat,topk,True,node,first,median,100M,378317314.02,627589332.53,-0.5738,-54.8559,-0.0952,194.67,258,
2026-07-14T23:30:48,GATv2,concat,topk,True,node,first,median,all,2007474.88,29052302.87,-0.0012,-0.1917,0.365,134.81,123777,
2026-07-14T23:30:48,GATv2,concat,topk,True,node,first,median,1M,11220690.67,77461232.16,-0.0189,-4.3043,0.1378,133.16,17372,
2026-07-14T23:30:48,GATv2,concat,topk,True,node,first,median,10M,57374167.54,195484993.49,-0.0959,-16.7452,-0.0016,169.44,2723,
2026-07-14T23:30:48,GATv2,concat,topk,True,node,first,median,100M,379399454.56,628063028.72,-0.5761,-60.4115,-0.068,196.73,258,
2026-07-14T23:34:12,RF,none,none,False,node,spec,median,all,72180293.36,1142203128.58,0.07,0.5616,0.7563,121.31,140371,
2026-07-14T23:34:12,RF,none,none,False,node,spec,median,1M,170576577.38,1760832533.13,0.0642,-0.8254,0.5827,122.73,59061,
2026-07-14T23:34:12,RF,none,none,False,node,spec,median,10M,313927404.23,2405939991.95,0.0557,-2.8353,0.474,127.69,31633,
2026-07-14T23:34:12,RF,none,none,False,node,spec,median,100M,853281023.62,4090928522.84,0.026,-7.9883,0.3371,143.04,10939,
2026-07-15T00:13:49,TabTF,none,none,False,node,spec,median,all,77543767.86,1184941470.41,-0.0009,0.4238,0.6576,133.42,140371,
2026-07-15T00:13:49,TabTF,none,none,False,node,spec,median,1M,183245499.83,1826769283.15,-0.0072,-1.7358,0.484,138.87,59061,
2026-07-15T00:13:49,TabTF,none,none,False,node,spec,median,10M,337684996.96,2496084545.35,-0.0163,-4.9531,0.3484,147.25,31633,
2026-07-15T00:13:49,TabTF,none,none,False,node,spec,median,100M,918251481.87,4244267337.77,-0.0484,-13.8901,0.1868,169.06,10939,
2026-07-15T00:14:59,GCN,none,none,False,node,spec,median,all,57558942.49,864313818.44,0.0048,0.2555,0.5819,137.77,123777,
2026-07-15T00:14:59,GCN,none,none,False,node,spec,median,1M,141479710.96,1372785506.94,-0.0013,-1.0328,0.3953,128.6,49055,
2026-07-15T00:14:59,GCN,none,none,False,node,spec,median,10M,271403907.25,1948395870.65,-0.0109,-4.0128,0.2896,146.7,24335,
2026-07-15T00:14:59,GCN,none,none,False,node,spec,median,100M,802520223.35,3554137452.77,-0.0495,-12.2339,0.2152,153.73,7306,
2026-07-15T00:17:44,GAT,none,none,False,node,spec,median,all,56162794.49,863790437.45,0.006,0.2445,0.5928,137.51,123777,
2026-07-15T00:17:44,GAT,none,none,False,node,spec,median,1M,138027540.05,1371863510.95,0.0,-0.754,0.3896,122.23,49055,
2026-07-15T00:17:44,GAT,none,none,False,node,spec,median,10M,267345915.14,1947198513.67,-0.0097,-3.3402,0.2896,138.29,24335,
2026-07-15T00:17:44,GAT,none,none,False,node,spec,median,100M,802767526.57,3552584540.77,-0.0486,-10.9839,0.2215,153.82,7306,
2026-07-15T00:20:49,GATv2,none,none,False,node,spec,median,all,55928408.74,863719762.06,0.0062,0.2411,0.5874,137.7,123777,
2026-07-15T00:20:49,GATv2,none,none,False,node,spec,median,1M,137645102.71,1371869639.95,0.0,-0.7836,0.3853,122.41,49055,
2026-07-15T00:20:49,GATv2,none,none,False,node,spec,median,10M,267634299.28,1947430824.78,-0.0099,-3.4687,0.2886,140.23,24335,
2026-07-15T00:20:49,GATv2,none,none,False,node,spec,median,100M,804599628.93,3553032384.15,-0.0489,-11.4596,0.2162,156.56,7306,
2026-07-15T00:25:26,RF,concat,keepall,True,node,spec,median,all,72039855.39,1138880178.52,0.0754,0.5274,0.7299,122.91,140371,
2026-07-15T00:25:26,RF,concat,keepall,True,node,spec,median,1M,170259190.21,1755740190.37,0.0696,-0.8367,0.5952,122.15,59061,
2026-07-15T00:25:26,RF,concat,keepall,True,node,spec,median,10M,313675600.74,2399001797.12,0.0612,-2.8197,0.4954,127.91,31633,
2026-07-15T00:25:26,RF,concat,keepall,True,node,spec,median,100M,853431361.93,4079166998.92,0.0316,-7.8334,0.3583,143.62,10939,
2026-07-15T01:33:37,TabTF,concat,keepall,True,node,spec,median,all,77469081.77,1184414194.01,-0.0,0.4014,0.6453,134.2,140371,
2026-07-15T01:33:37,TabTF,concat,keepall,True,node,spec,median,1M,182863543.71,1825951726.38,-0.0063,-2.0024,0.4682,139.16,59061,
2026-07-15T01:33:37,TabTF,concat,keepall,True,node,spec,median,10M,336310128.78,2494954832.81,-0.0154,-5.2298,0.3422,143.91,31633,
2026-07-15T01:33:37,TabTF,concat,keepall,True,node,spec,median,100M,914438718.23,4242329095.51,-0.0474,-13.9265,0.2098,166.17,10939,
2026-07-15T01:34:44,GCN,concat,keepall,True,node,spec,median,all,101109203.77,1076581658.74,-0.544,-0.0234,0.4661,143.38,123777,
2026-07-15T01:34:44,GCN,concat,keepall,True,node,spec,median,1M,203872786.35,1608191390.61,-0.3742,-0.7894,0.3316,123.11,49055,
2026-07-15T01:34:44,GCN,concat,keepall,True,node,spec,median,10M,341065966.59,2143282094.92,-0.2233,-3.354,0.2649,137.9,24335,
2026-07-15T01:34:44,GCN,concat,keepall,True,node,spec,median,100M,868887372.63,3658952931.58,-0.1123,-11.0464,0.2222,155.01,7306,
2026-07-15T01:37:29,GAT,concat,keepall,True,node,spec,median,all,80773874.2,882424035.95,-0.0373,0.1026,0.5282,143.53,123777,
2026-07-15T01:37:29,GAT,concat,keepall,True,node,spec,median,1M,195669034.72,1399456881.21,-0.0406,-0.9213,0.3562,126.81,49055,
2026-07-15T01:37:29,GAT,concat,keepall,True,node,spec,median,10M,355636163.41,1970216333.07,-0.0337,-3.6028,0.2831,143.78,24335,
2026-07-15T01:37:29,GAT,concat,keepall,True,node,spec,median,100M,863011700.96,3520767937.35,-0.0299,-10.2618,0.2305,146.24,7306,
2026-07-15T01:40:34,GATv2,concat,keepall,True,node,spec,median,all,60683231.99,863557829.82,0.0066,0.0404,0.511,143.23,123777,
